src_id,dst_id
17639,38047
213108,39608
21574,267497
31025,35320
37998,7474
27470,812
30515,701
15220,19024
209669,48292
264415,52904
267170,35280
264586,53181
5714,7018
42153,6939
33377,6461
138128,147141
35278,49673
1239,48544
51277,57463
1299,51904
12650,15830
143028,38255
268673,52965
20115,21607
266541,61785
202207,41327
24961,50655
12541,31262
18403,3356
37412,6939
50629,60299
42473,50300
133006,55410
199377,29456
2906,34854
29632,6846
212613,58243
3216,60876
263283,268291
17616,3786
1820,44921
11667,3549
49505,50340
11046,6939
1257,199768
45147,59147
25180,43079
33363,399562
25091,47608
263077,28169
30207,3356
20764,62378
26989,702
45117,56209
20485,30960
28891,9002
1103,44444
133975,9583
31257,3216
51309,9002
208241,35661
23434,6325
59923,8751
12389,59418
266935,35280
147092,7713
3216,57432
25369,30781
53020,6939
15728,5617
13767,30018
12400,203276
35271,9002
205006,2856
62512,9002
32787,61843
38872,4755
137242,32787
134512,17639
199599,58207
21754,53907
263309,264293
142815,38255
22652,393990
38880,56662
11404,26792
26677,31782
207537,6939
12886,8732
263856,266946
136184,9260
11724,46887
16970,394437
30854,48371
197874,3209
11383,399988
12552,202812
43020,50009
57797,59947
12389,45018
26616,269311
39092,9002
394256,394354
33765,37364
269194,35280
263445,3356
39288,57463
62856,7575
1103,197898
262589,6220
53121,61601
42057,6849
141685,148997
3170,58057
2828,4637
34692,34927
2828,36748
10100,2516
268489,28359
54774,6461
13030,8220
132527,9829
38788,58463
5617,60806
13536,40898
25478,57174
30844,37287
200781,42175
10855,3561
204414,3356
397995,5078
209650,61218
137969,139076
16637,37468
28637,52320
12779,39356
10250,11351
204504,34347
15290,30559
6939,8641
19551,6830
209116,24724
37018,37721
204523,36998
33353,852
263471,35280
3257,8708
46921,7018
206419,44266
4648,9876
19842,577
15830,207785
17639,45494
200276,8585
1531,1541
37721,57154
12594,62214
34655,8732
17639,53013
3257,41495
41039,49757
44503,50629
38917,62439
264984,269218
18614,20055
19636,3356
132132,133959
394256,63213
3356,9158
144569,38255
174,17685
3326,8192
47222,9119
55256,9286
12129,16939
2686,3917
1299,44332
58138,58299
20485,2818
145998,38255
50629,553
56662,9031
24640,58299
35280,5583
43139,52179
41378,7575
28917,42331
143355,38255
12843,13040
50304,56550
35280,57734
11019,15412
15830,203789
1970,6922
22130,32787
198507,44527
15836,44786
14840,267525
1299,29071
393932,577
262839,269377
577,60068
197896,57681
20473,213231
23190,3356
10490,174
33668,397816
208085,24961
212382,8220
4455,58057
200781,42708
2914,51154
132912,64073
3257,61430
1103,45352
52189,6663
25279,35280
203329,62075
14145,3356
328051,6939
15695,44684
31449,50629
59659,7575
198949,9957
268824,57463
262576,270704
174,19185
34854,39120
12389,18403
15830,9381
3216,6774
174,25512
8534,9125
11708,26199
11686,40109
174,43833
204938,9121
1239,32110
133840,55685
559,58115
20473,54746
10796,40236
24205,4787
10075,138362
15830,34288
34259,9002
203348,6939
174,63219
36136,7018
60691,6939
133734,3356
12859,44684
200780,212508
553,58299
145851,38255
211793,49800
12360,212123
12859,50629
3356,55008
262355,262629
8245,8412
198141,42525
21309,49535
36224,7018
393271,7018
132072,17551
29791,4637
2914,37900
206626,44684
16004,6939
11023,701
1680,174
4775,9304
31235,3257
48858,51612
136552,55720
139674,38017
31042,50628
22704,46435
16674,7018
17639,43996
12779,37100
12822,6939
198211,8220
18943,20030
203759,3356
132146,37989
328384,37721
3356,395006
262206,6453
394354,50304
41327,8551
29838,393925
262970,267516
24796,41327
174,50821
262589,30844
18422,6939
29933,32097
1239,51776
27307,3356
198192,29119
30844,38195
328474,39386
209836,48715
42861,5524
53368,7018
136608,64098
12956,16383
20485,41341
202727,50628
16507,3549
11404,20352
32934,37662
35000,51376
25375,9002
203339,6939
17639,61266
30781,32787
21310,3255
202766,56822
200799,49367
1221,55861
3356,61890
32097,54290
2854,56662
1239,196844
141760,3758
25291,9002
29343,8717
30844,31133
3257,5580
17687,2907
12302,203929
24079,9299
328803,37100
12552,16302
13979,21326
13876,31939
143118,38255
395177,6939
135375,55329
13119,196844
13237,48858
262256,3549
34927,50245
262589,269291
174,20282
27715,32787
5483,8294
10481,262201
22247,23158
24955,60095
1299,34251
16625,4657
14259,266864
39386,61218
13005,9002
24640,24961
174,22937
200924,6939
136106,37721
22927,267738
33667,36761
6559,81
37315,37358
15290,19171
35415,46786
267277,6939
3356,36139
53850,6939
212158,6939
3356,46353
397098,46887
202818,4766
144842,38255
13990,3549
262734,270549
133919,23969
12025,26355
44503,50300
174,32338
204869,208195
132647,23947
263009,61833
11708,55140
212911,44103
20804,48963
4621,9903
197278,3326
1299,45629
22995,3257
198507,35280
3356,59908
174,203835
12301,202243
24216,4755
208515,6768
12874,20981
394681,5650
272533,6939
12357,205888
35297,48362
198949,23167
24400,63689
263756,61504
1299,20932
15830,58057
55420,9930
174,30164
46786,48362
18472,7122
139996,4761
4648,9834
22030,4319
1764,36351
263702,271817
33657,6405
37721,61205
196699,39153
398437,54327
3786,9641
17494,58668
12709,57567
144655,38255
8201,8368
263428,4230
1103,58453
200086,33891
135273,56190
17987,7474
395421,5078
201942,41327
134334,18229
29208,50698
174,200322
21437,34379
135733,45194
268090,53158
16406,17639
34312,6939
45382,4766
27282,55039
28716,49284
31514,34580
200044,41327
38955,48362
23005,31923
50629,51043
142665,38255
34183,48362
29405,56655
12357,25589
20912,34347
145783,38255
12302,48837
132215,135206
49458,49673
327872,37721
25899,400116
55021,577
134189,17819
17819,2497
11195,393628
131473,9498
3243,41159
12779,34756
4651,48362
4775,58757
262387,262470
35617,59919
262749,263009
12552,200144
208490,208501
24115,36692
266444,7195
3786,38089
144485,38255
2018,37501
3170,49485
32787,55182
12859,35805
141347,9260
206957,49420
8368,9002
198228,41327
10796,55257
1508,668
30740,35008
15919,174
53147,61592
21500,62206
139328,34927
1299,4213
12779,205917
50628,6661
38965,6939
3216,60377
35673,9198
262237,7004
264150,28260
393732,6939
174,393684
19694,35280
4455,47787
15169,395973
209981,25394
18106,9930
49544,64404
209,50365
207018,34347
48298,5588
12389,13030
41221,61334
202090,60330
23816,24296
203703,56655
15830,62059
14813,54044
2516,9371
202495,5488
17705,64073
3356,61097
265066,266235
8757,9002
139304,56307
3257,63110
400351,62833
34549,51044
266666,7303
19689,50629
15830,205916
3356,46867
15892,5532
32098,4983
1403,19467
12912,204836
133421,55720
12389,206680
59773,60051
45040,58057
21155,34766
201650,3216
25024,5488
206487,210100
33891,49600
17978,48362
58057,59933
140469,149728
56662,7552
30844,5578
34984,43009
19151,25152
18393,56258
2603,49544
38081,45265
211227,59432
20040,6181
33999,62206
10834,265690
25098,34675
39543,50886
14259,266776
3786,9968
60799,8220
14907,27216
10796,11685
31246,50629
35205,48362
41206,9002
58715,63969
11722,174
29134,29504
21467,8220
136062,9340
30458,3549
24251,7670
11427,21605
328132,37100
32831,46887
22773,55277
15830,208844
18649,33662
11272,2914
134578,141768
203937,49420
39990,6461
48362,8823
131353,18403
174,199226
138132,147163
199791,2119
7489,7575
4826,9989
143952,38255
146487,38255
52674,6939
23947,38758
17639,50509
46887,63177
2603,2906
27663,3549
22274,701
204158,49709
20115,46927
204228,60163
208253,49835
43100,60502
198072,5617
268252,52871
1299,60051
397050,7018
32261,41327
31794,35900
29956,46887
29356,6730
47114,6939
15557,210255
200662,49476
20029,6939
41913,42861
42861,48641
7473,9505
17035,33667
28233,28260
7018,7816
11014,265639
210949,9121
22234,46887
15846,8309
61599,6453
138517,56662
17425,9931
37978,7545
32067,7018
396462,7018
266470,267477
206389,39637
198965,2119
41107,44684
3614,4637
13943,395439
35311,6939
44063,9036
39138,41981
42628,6731
4805,6939
202365,204310
17639,210728
48821,61218
1299,394695
266353,61832
15830,60280
263329,57463
137367,139952
266240,266626
12741,25248
1299,15267
12625,37721
212034,35708
204355,50628
30844,8452
6939,8360
197667,6939
205294,3356
63213,{394581}
22020,33651
1764,3209
22773,47089
26677,395704
1299,22363
32787,40666
23629,23815
10753,272021
202306,29632
206264,7473
134061,45671
174,201833
41327,9145
50304,8763
30736,50629
200780,34854
132801,23956
209434,25467
132825,53587
11752,28220
266545,28618
28824,29695
268637,3356
4749,4755
3356,7358
11164,55
398266,6939
205877,9121
23944,37721
15278,46887
131477,46455
31133,51446
12302,42405
1103,59545
41327,62068
138352,9245
15830,47787
1239,203421
3356,48426
10204,132890
131659,21859
12741,42402
198137,20764
34019,5578
12737,16300
42861,9031
266248,35280
201811,50629
131293,38040
49542,6939
23328,7018
1836,43350
55382,6939
12179,63018
12859,62336
22302,33743
141750,9304
146315,38255
29687,57344
38082,45102
206825,48362
136744,174
1239,16906
146083,38255
28007,52356
29312,8968
15773,6939
10396,395902
211500,49353
38158,9002
11404,396220
263258,268947
136639,9498
17762,18120
133996,17625
30038,35280
27947,52345
61215,6939
174,29680
22652,40630
198611,205604
30781,8587
14840,264989
263025,61568
31586,35470
200639,6939
18185,9916
16813,3356
27508,46887
37721,56382
35280,52795
51573,9119
12041,50629
12083,33271
202117,6866
14434,3549
142308,58552
39326,41103
12400,20841
45937,4826
2497,4673
56432,8708
51500,56797
24750,3257
26105,27760
5400,60068
45749,9498
209755,49403
24961,9304
14346,174
12859,38193
206892,48858
6041,745
201893,41327
21013,58057
209890,29226
48858,9083
4766,7627
30058,4826
142582,206499
30844,58299
53047,7738
16303,3216
209,395607
50628,8565
400190,6461
262191,27763
11014,263181
34019,57752
22773,27521
38193,48858
201677,8615
202026,25386
46827,54004
38008,38023
4455,8732
212508,213279
2119,8943
1239,35710
267762,52308
50016,62081
133308,9829
15830,16265
53524,701
31564,50628
17941,21534
269970,52361
36236,4755
266181,270595
12406,34421
54470,9583
3356,40185
31133,60612
3356,41095
20710,37721
205114,2856
262620,35280
262807,3549
207506,3326
29632,41666
43668,57415
58057,60202
24088,38731
41987,6846
34019,8452
11509,1299
204065,49855
35753,42411
43991,60840
3257,61429
30036,399270
27216,6939
11191,6939
267513,35280
203016,35320
12779,13249
266448,268507
13406,5650
14793,32221
49102,57101
33763,37201
9370,9371
16284,328092
27874,6471
19429,271845
146194,38255
9318,9704
35393,6453
35598,52091
174,395717
34854,60664
15590,8881
149096,56147
61587,61589
33661,394850
205571,3209
135415,4608
143736,38255
37721,47872
16839,6327
15440,28917
135881,58717
58057,60171
35574,41507
27634,7018
32665,3356
267594,271297
12997,47864
174,30016
30844,38090
265222,53163
2854,58231
40387,6200
12779,56990
328888,6939
17621,9809
12097,400141
268536,4230
16970,174
137432,59239
395460,6939
24663,29076
1299,16795
34549,47176
1299,13791
21928,37721
33891,50343
394141,394776
198290,48362
42044,50629
133822,7713
174,39097
28186,9002
28840,48676
174,262865
26753,6327
197409,2856
396046,7018
1239,394145
271432,28189
13460,6939
2914,9621
43201,8753
40999,50300
29075,41653
10796,27175
12912,201893
19151,23287
36703,400275
33287,393848
31027,31590
146543,38255
1299,198479
37605,37662
136907,34984
206452,3209
142676,38255
211157,49673
25148,8523
12189,34927
20460,22489
22652,397545
29434,34984
132847,2914
3280,37721
141694,35661
328528,36873
200148,41327
133421,6939
1103,27630
12552,375
204327,48832
23106,262336
37721,394151
268207,6939
208016,3320
269116,61587
12301,210244
12310,57028
23881,4809
3356,48345
16825,6461
17639,45896
22652,54652
11014,4387
3356,59862
10122,8359
13237,196968
399051,54650
328660,3741
17676,24255
143679,38255
208183,44103
198018,34549
45102,7474
34019,58299
145743,38255
196610,34549
60846,719
174,54579
174,36416
15830,8339
132148,45558
148971,206499
145965,38255
46475,6939
54119,62887
21508,54219
209,399584
12041,50300
174,19380
30781,8298
15964,37462
41690,6939
4755,9430
265415,267593
12779,60530
12357,42212
1103,34549
13576,20300
265215,6939
209,40948
45352,50304
269355,52873
15347,17557
1828,50304
37721,394625
209930,8595
34549,58010
47809,48276
199463,3216
208501,28917
30327,3549
20847,35710
136167,4609
197068,20485
50384,58095
15830,8732
35297,48045
58715,58736
15600,49071
206611,211534
271851,52468
2116,57506
12481,12874
31500,9002
5524,58299
13335,9038
15623,39895
265265,266448
16978,174
37622,37662
7484,9304
41327,60486
212579,30781
15830,39257
30844,43898
328400,328810
202844,41327
7342,852
270361,53013
132653,55701
50782,56655
133676,146914
32400,6461
35737,50581
34019,38090
18106,4608
15175,3549
132436,58717
21003,37558
12703,205599
41809,9002
132136,4826
20712,59617
37983,4750
140292,4134
24889,6939
19010,3356
209102,9002
14593,30844
207661,29684
42861,7552
50607,57945
136175,53340
39175,44684
197049,50607
18001,23764
21433,5466
263905,269524
25198,50304
15412,24284
43190,50300
4800,50629
53845,7018
39175,50629
14363,23155
29504,40994
199421,6939
198139,3320
11903,46887
34927,7782
26609,28256
1103,58807
174,62744
201312,49063
264202,269520
209,32642
30781,8878
58552,9326
29076,51444
49910,56662
268502,270844
197232,34224
203015,35710
199901,8359
396998,398736
42337,61129
12189,31042
263942,53062
40065,852
18903,3356
140938,20473
262532,271680
198507,207054
12552,3307
11729,21755
15133,57866
23764,58944
2119,35710
50078,6939
267362,269511
42033,8641
3333,55685
197519,25400
5564,6939
207564,28824
16735,8141
139493,45820
22909,62629
23520,264750
204700,50607
205672,56534
42044,50300
208360,61400
20860,30781
15682,9002
34279,6939
23024,393881
33891,7713
16909,174
399738,701
13127,50266
133933,38193
12337,48362
51244,8708
15305,46662
200020,9031
207404,39702
212123,212518
41751,55002
10584,19905
11172,28539
2914,29169
263124,269205
13652,54004
16735,42473
23467,3356
267783,8053
200845,6939
1820,4657
27364,6461
138117,55685
21183,48265
16921,22381
14907,35986
2119,9498
41327,51088
210368,34056
206356,30781
32097,62164
264668,267756
31362,9050
262368,262769
201131,48347
1299,60796
13789,394183
208507,56460
60847,9121
142027,55353
35710,6507
12580,9002
133794,4637
15924,51021
198060,50446
271157,28186
262558,3356
20562,56953
197146,49420
135788,45194
132325,136933
141856,9498
60068,8646
201283,50304
44719,8708
3356,395551
270352,52551
46887,54282
58224,60340
138997,55720
204594,3303
16048,4200006001
17355,174
174,31515
35346,9199
174,202568
30844,31216
17318,6939
174,207138
1239,20681
59970,6939
35280,50894
17639,24071
42861,62429
146718,4538
262761,41327
34019,43898
210412,211289
12779,199713
142369,7713
21571,4230
268527,269698
264455,35280
20804,43372
47695,5617
306,361
18530,397731
262186,269746
25308,60716
13893,3356
270535,61573
206264,35710
200906,35665
1257,197564
25596,58299
139589,212123
13213,29632
11019,35280
20771,24997
25697,3257
3356,6364
174,53667
15525,59819
142366,9002
174,21949
396533,46887
132866,4621
142776,38255
49605,50304
203736,2119
35280,62240
141750,3491
30844,51375
174,27593
12741,25192
25899,394832
136103,7713
266967,6939
49102,56515
132434,134069
174,199246
131285,137402
29017,42708
198842,9049
200752,6939
2914,42808
11139,397529
12859,20559
15796,9002
39063,44684
265442,268963
21021,50101
2600,9121
268111,270901
39063,50629
31223,6453
14416,33132
17639,6682
198415,20485
21219,51851
31857,6461
34019,9158
3356,55248
42927,9002
24961,41887
202,61689
15694,25154
42861,48173
202979,43542
27608,3549
198089,3216
21574,262314
15296,19220
25091,7713
42411,9304
19311,62
207853,25408
174,63213
28917,43896
40337,812
45903,55317
39923,9002
45916,9498
55329,9930
266539,35280
134139,6939
35280,50316
28917,50045
211275,48292
202120,6939
18127,59103
265442,270243
20278,211675
3320,61352
145419,38255
3223,41378
18117,2914
262742,57463
30293,3356
206914,50628
58907,6939
11756,20001
51973,6939
15830,9063
140330,140335
34982,8881
136969,138910
3491,5580
30362,3549
18779,35280
24035,7552
199577,2588
146522,38255
201952,31133
33608,7795
22351,2631
24637,34854
3549,54770
24961,41090
205739,41354
64267,9009
50629,61844
201290,44684
11399,6939
11426,398560
15830,3213
26615,266583
22425,3356
30844,59908
201514,29535
37559,8346
201290,50629
33438,49102
25143,47517
266300,35280
23106,266939
16097,58299
144074,38255
29125,9058
17126,6471
265232,268930
208219,25308
11272,53507
27693,6939
264887,265130
199939,30844
12302,62042
174,397952
35710,51167
29838,35710
133437,45352
140300,23650
2519,58650
174,22487
24058,9381
25956,399573
394080,394264
4230,52990
174,22663
12488,30844
13786,23059
328112,37271
212641,39361
23033,32097
396610,7342
15412,205555
200303,203437
328001,6939
1103,8282
2894,33667
11776,46937
18299,4766
12779,207013
4454,7018
209493,24875
58668,9498
15830,8926
42909,8308
198930,29838
20412,394487
2518,2914
38722,9299
43531,50314
207219,60587
198507,52183
396161,5056
13249,35731
262530,53065
13054,3320
34549,61215
3303,34245
149785,35280
1299,202334
57724,61173
40119,6939
198334,34019
205702,56447
34019,51375
263445,53013
264120,267383
3356,62721
132308,9498
206804,23930
136726,4515
39312,8708
264449,53205
203020,42994
145367,38255
52743,53013
36385,36492
31133,57487
3356,7725
2914,52613
3491,63673
212109,50300
23586,4766
16043,3216
134506,58656
208167,61240
4229,6939
17639,29017
56637,8220
56838,62081
34911,6939
2535,702
3257,39392
24739,49673
42780,56630
132692,45177
209540,8220
202713,3257
137912,55900
12301,51120
132007,9723
135947,45899
17178,7018
23005,395027
200961,2856
270087,28007
209235,35699
131476,4764
20278,31025
17639,51752
146689,4538
27720,28663
1820,44894
3356,5403
174,55685
396298,6939
36667,54004
136499,9790
26120,7018
262689,53087
52051,8881
4697,7521
30207,33287
20764,50628
49134,58057
3216,60119
32934,6461
24479,64073
39938,5650
15895,198665
327719,63293
264570,4809
39975,62513
39591,50300
205254,58057
15256,35280
15412,42
34019,59908
133177,58439
24961,58075
174,398074
12874,51139
395188,54048
20956,58299
22005,3257
328720,6939
4808,59012
35753,6762
145068,38255
33651,394304
52335,7819
174,24992
48725,9049
30998,328457
16097,24961
263276,265426
34056,44668
210803,24940
30844,42459
328951,37282
20001,394942
263474,8167
47999,58057
266471,3356
21315,34019
16010,57814
15169,50304
212751,24961
56294,6939
36086,41327
204520,29226
20948,3223
12727,12779
269444,272193
16629,264707
13009,3216
145245,38255
18937,3549
15412,34968
38778,4787
31163,64492
19009,19816
63113,6939
11449,701
50245,56655
11426,16391
23947,38001
58698,7575
12779,28676
394602,7029
50522,50629
41381,51580
202365,34924
12129,394952
208722,6762
262234,52468
12389,25292
3371,3374
10796,13795
1680,42013
12859,199284
328894,37314
41560,5563
174,54896
49420,62031
56662,60476
208393,34927
1103,25160
265061,6939
12874,20942
30844,37006
42413,60720
264401,4230
2613,37721
42,48200
56456,60068
131657,6939
140330,140333
43807,8708
131668,18041
143967,38255
266160,28306
25468,31381
132203,21859
3786,45445
3356,41421
134661,7713
40861,6461
271048,28666
203628,49420
24631,51554
20080,58453
145142,38255
22773,7258
19337,398910
29467,3216
3356,42541
57723,60421
52361,61519
267670,61570
3280,50673
3243,8657
137160,141301
12779,55219
29614,328896
24724,41930
50629,57866
38911,4826
174,37678
15945,209400
29081,6939
12418,206845
1221,45349
45670,9498
20559,34019
19701,7474
12578,4657
209882,24739
21859,63793
136009,58717
3330,39555
37721,63113
47017,7784
398854,40128
43171,62081
134278,45820
42861,51468
32097,3853
30539,6939
20764,48739
23889,9002
267613,53138
49102,60806
12859,38946
21321,24748
14907,398203
14907,42861
395854,6939
12389,3399
32528,4812
205092,48292
201054,209201
143949,38255
16732,7049
30844,60725
145925,38255
26347,46887
1257,51504
61955,9145
138132,6453
204490,42007
47806,6939
42555,47872
27875,4270
266602,267623
139478,4755
201054,49102
38968,48832
15830,43205
24961,47217
174,33313
44034,56655
174,22361
13536,62701
265149,26615
16900,19930
393490,7018
3786,45987
17557,45773
11383,394274
32934,6762
39608,43120
327996,328674
41354,50629
13030,30781
28753,6453
137491,64077
49453,56662
142866,38255
47140,59482
17361,2828
64073,6660
58519,59010
16298,2119
266242,61885
138494,45796
29582,41313
12389,56436
25291,30844
131178,132730
38001,55821
15830,41974
26446,6939
34019,42459
35280,6834
5390,58299
27553,30510
210601,50818
12389,131477
174,32586
30844,41998
3216,56562
12025,46732
10411,6461
2588,42663
2914,29467
16653,7385
202228,49420
3356,393728
263972,28283
131999,4764
13194,16125
29838,30304
18305,3786
207283,24785
13182,6939
1239,201508
263566,266178
203329,35710
28775,42748
668,89
144388,38255
23030,7276
29037,47208
3758,54363
2501,2907
205530,35280
12389,15759
1759,198737
47207,59545
200780,34019
394147,7029
212575,50340
35745,49649
132280,140326
262301,35280
263998,28146
212568,6939
48362,58212
263347,6939
29921,6939
21021,60279
48858,7713
3209,59775
12990,49420
35236,6939
42973,9009
28524,32098
142680,38255
11496,7743
29014,58057
23724,59023
3249,49604
23871,6939
133143,7545
147297,61138
17072,265596
17819,59122
11338,262366
174,396073
264024,52639
34854,8309
30844,55818
38022,55485
207453,3269
3356,36434
208951,56655
200539,49102
53087,61786
199290,29119
11139,399478
30833,9002
10929,32881
17064,19108
19807,37989
207150,62240
13213,56655
20836,213260
17639,17707
35280,42739
35280,7575
29632,50073
212793,6939
14537,58057
133481,45430
19615,3356
11242,263282
46673,46887
30781,8804
58299,9009
13335,40144
18747,52468
205769,48858
17984,9930
31695,8359
33667,36838
212508,9498
266995,61595
33627,3561
20144,3257
34984,43425
41327,6697
10429,262902
10138,1299
174,199652
34265,6939
262505,35280
327756,3491
203478,206499
18338,4766
269220,272179
132158,56132
15910,8447
133615,9268
174,54327
27263,3216
21568,701
12912,33996
26497,701
3356,40289
12779,211945
17639,38158
47105,59753
197898,48362
52820,53097
174,395603
34409,49420
28968,51705
12502,43910
16316,212508
50304,9583
263060,28370
15547,198507
24342,55531
3267,4657
31890,394141
37222,37721
24416,56048
395243,396123
213308,3257
266070,53062
20485,48940
263450,271656
20804,21433
15691,49367
39153,50766
211960,29632
34683,6661
43811,47205
272072,27951
22680,3561
44985,56534
210563,6939
212795,48858
10788,4181
135218,4755
145852,38255
12389,34168
263702,264641
145787,38255
16411,293
174,41379
267819,52361
137254,4826
3356,56654
33467,54004
12731,6939
12389,7342
34019,41275
12297,39863
34019,41998
42159,42331
271253,271302
200350,9002
31133,49951
206686,2914
16921,18678
263009,61663
20473,21245
20473,48767
12779,198034
30844,48345
49300,9002
209512,61138
35489,35761
55872,9901
271373,272465
12389,6697
11071,7575
1820,3333
15706,6762
45147,63873
2914,29636
196983,50394
3491,55410
266931,269635
45838,6939
17639,9119
141741,4755
265070,3356
131181,9498
30698,3356
25394,42861
20485,62046
139945,7713
209,23221
41354,50300
3356,394951
201178,34987
3257,44444
5578,8778
328333,65013
16164,6939
22394,701
20546,48362
209271,25144
35833,50629
143769,38255
49574,49788
264248,6939
138783,55352
11708,57976
136641,9498
5631,8896
44284,58307
17054,398921
34019,55818
136106,137316
43341,48858
58779,63946
204281,41764
265361,35280
3292,34670
34019,47869
136133,54825
263546,267064
21514,33491
3356,34893
3257,53973
136106,46026
12956,28096
204482,34347
15825,37282
394795,7018
6453,9155
35598,56662
268404,28361
200590,204706
16322,60315
13830,42
174,46095
174,26413
11144,19893
35280,51918
15830,263541
4694,7160
57048,8283
138840,7575
53062,53222
12779,42841
49330,8866
139068,9498
209483,3356
56655,62715
11317,11708
30781,42605
134029,4755
17029,7018
44175,50606
205920,34927
27272,36030
20849,3320
47869,50629
10429,263417
138252,4755
209768,57821
15570,4898
13368,40285
138840,59272
174,31250
18314,9318
17675,23940
15830,2818
3356,4983
394723,7018
262824,263509
24785,61029
31025,51402
4771,55887
20473,29632
132616,7545
31083,6453
174,34171
267458,6939
50629,59605
15830,24088
142159,24323
209216,6939
396307,7018
262589,268603
16735,266034
30036,398336
268042,6939
3356,399371
12271,395025
27750,3597
15943,31025
4657,49823
56662,60022
141123,7713
15412,62044
209,27237
211694,3356
38005,4788
140731,206499
3280,39533
148968,17639
6939,8932
15830,204805
43106,56534
31950,37721
15753,27800
2119,34141
206219,8220
211076,31261
27603,32787
48061,49673
196829,6702
31117,60296
3257,39816
139928,38493
24139,4837
20811,31025
133840,24530
1248,15830
1226,23281
38398,4766
5391,59866
199481,34549
1299,29551
4637,9119
196621,9002
212905,9121
26954,398162
207875,28761
205332,51561
13588,174
141761,6939
1221,198949
1239,32261
136796,1618
42861,44923
6830,7843
393731,46887
47935,48362
34019,48345
136665,9498
1764,7473
20764,56592
139009,146988
202854,8308
53162,53211
174,35826
143037,38255
2532,26479
57866,6453
25588,6908
22356,6939
132653,55685
13576,30220
16024,61218
15557,174
23005,62650
53614,7018
13999,265572
262632,270865
1299,23342
31529,37721
1239,42044
21537,6461
142929,38255
268267,268582
11058,262259
33199,7029
43896,44600
41191,6461
47631,7575
12835,29609
15589,41160
208364,56662
199283,3257
143371,38255
327880,328474
24961,262589
146036,38255
23106,264385
42861,60476
1239,39279
262634,270845
210179,41557
197985,50304
11960,23520
132876,4621
43733,8359
20677,58299
143057,38255
195,22773
12389,32590
31025,396998
45148,45184
46139,701
2914,7506
17928,4826
19528,6461
132876,9930
2914,63199
267183,52573
1239,30925
17596,9318
3223,51906
39279,8926
24961,61955
198949,35937
18403,45896
17317,32748
17639,51050
198007,201053
205892,3356
398119,53347
11878,397270
269015,53013
6661,9002
35710,64049
34347,34606
268404,6939
17222,269632
61200,9002
12389,34467
12129,31923
34443,6855
393706,7795
14282,269374
25577,37721
13335,137441
3292,33891
34224,44103
22687,22773
12223,33491
20326,48362
174,42313
29632,31272
17639,9002
12271,21795
132432,4788
174,40108
133144,45177
38634,45680
146544,38255
135789,9498
3491,4229
143574,38255
15954,201446
51324,6939
12182,23023
33667,46520
31313,49918
46163,8220
16509,7018
45655,55410
22317,4755
25540,57928
35795,41047
34578,58115
46887,54177
131851,3786
24852,6939
12874,51499
174,40004
44684,60800
211616,8359
399411,7018
49673,49830
138125,45718
207456,35280
208722,35280
263047,264389
15817,31025
29608,39072
198043,5617
2906,328474
62,62659
143323,38255
14443,174
2381,395963
263774,264754
197573,5410
133752,16265
266038,269005
266618,6939
263162,4230
10100,3491
31234,41820
43068,44103
1126,25091
37254,37662
24961,51865
264466,28188
19621,7018
34513,44285
41327,52088
35819,48932
271185,28329
197835,5394
267343,28624
13094,50629
1221,139289
20115,62798
3356,36674
35998,6939
265189,6939
12676,286
203917,47174
14840,35710
23994,4755
153,1541
263702,396998
10212,17776
202766,207058
205077,47886
42511,49673
174,30288
6479,7018
174,328137
199670,30781
40526,8220
20559,58057
174,197869
1403,14116
16316,34854
39326,41570
1299,31742
204467,31252
197480,5617
212508,47536
3462,48858
12741,34854
28186,30844
35280,52788
399856,54004
24492,58453
24961,61319
201346,201942
136007,137467
22474,7018
17639,4007
33660,396033
1239,44765
35401,9002
207995,9002
20115,54869
2516,37898
48345,56655
199284,8732
205394,6939
141263,58678
133841,4800
60033,8708
20677,24961
19009,395155
17091,4181
196925,9002
198611,57463
207564,49409
60191,6939
265080,267047
13030,44066
1785,7029
50304,61226
37721,62275
37693,37717
34854,47172
131477,8075
44654,58299
35807,49673
48943,8218
24724,42830
44873,9002
1239,2906
32934,35280
2914,59045
4637,9002
201339,8365
18255,7474
29906,3356
23778,23815
11492,395943
2500,4718
52468,53003
14868,35280
202,6118
206610,6939
48813,51888
24984,8764
276,54933
1501,1555
17660,18024
136635,9498
2518,6453
15830,60427
1239,200043
196705,35533
271434,28186
19460,6453
210007,3352
1299,50324
41327,61218
19189,41327
35280,51847
20205,21928
198507,44000
263912,52872
135982,45899
62239,8218
23154,45820
703,7722
12334,210944
6667,6830
13790,13792
12779,206892
17685,2914
49063,50002
29014,8732
2119,32261
48721,6939
134723,139901
32787,3356
16970,7806
262696,35280
6939,9299
266409,61768
15169,57821
13786,52888
20061,7016
1239,399449
12578,3333
15699,34760
2914,394674
35357,55002
263355,6939
15830,25509
31025,714
34779,44615
6772,9100
263444,28212
201706,204477
199599,208453
12897,15830
199479,3356
174,21619
144236,38255
41327,60202
211322,35805
10360,6461
1103,9318
328507,37721
12741,196925
24989,40371
174,262301
48242,8708
1299,38195
34562,49544
133593,9498
40358,7018
13778,17645
48362,59507
20495,49870
30012,8220
39493,41327
8220,8971
33104,6079
24916,3356
209246,6939
208406,56665
